no_paths,no_points,width,height,elongation,length,area,roundness,drawing
3,592,362,259,1.396153846153846,772.2297465020894,37959.49999999996,0.7999029414618243,car
5,289,288,238,1.209205020920502,648.0469330500086,22241.000000000036,0.6655048960662616,fish
8,536,322,295,1.0912162162162162,831.5092088053583,49173.99999999999,0.8937401620576574,house
5,300,333,334,1.0029940119760479,824.8287996393697,47281.999999999956,0.8733293787236655,tree
8,399,305,269,1.1333333333333333,659.2793556183693,29938.00000000002,0.8655530573865325,bicycle
10,736,399,299,1.3333333333333333,874.2186088687657,35765.49999999999,0.5880768335457116,guitar
6,263,375,263,1.4242424242424243,787.0045760979212,17306.49999999994,0.3511272988122192,pencil
2,332,255,210,1.2132701421800949,467.1503180319663,13478.50000000004,0.77613653835992,fish
6,298,280,270,1.03690036900369,629.7527030553791,27367.0,0.8671554853821535,house
5,236,311,313,1.0064102564102564,764.7738393265372,41414.500000000015,0.8898078633016372,tree
27,769,297,312,1.0503355704697988,585.1740372906627,22888.500000000015,0.8399570845340278,bicycle
8,485,269,290,1.0777777777777777,435.29747021021933,7581.999999999999,0.5028302048223531,guitar
9,263,252,222,1.1345291479820627,410.81339242330563,6085.500000000045,0.45312387395844717,pencil
17,390,278,251,1.1071428571428572,484.13743277835,18297.499999999996,0.9809893532637006,clock
7,539,324,320,1.0124610591900312,640.8558689654758,22847.000000000007,0.6990662151654664,car
3,206,239,247,1.0333333333333334,467.4735044076058,13811.99999999999,0.7942412372423922,fish
25,345,333,332,1.003003003003003,754.908875426731,39544.99999999999,0.8719917602182753,house
5,59,303,336,1.1085526315789473,882.4379123123865,53101.00000000001,0.8569278288760502,tree
31,376,342,280,1.2206405693950177,717.1642975661944,31990.49999999999,0.7816162320873451,bicycle
13,204,249,319,1.28,714.5810253961554,26843.500000000015,0.6606113710149015,guitar
9,103,320,300,1.0664451827242525,656.3603183969401,10947.999999999985,0.31934492496230926,pencil
11,163,234,361,1.5404255319148936,682.7752024929033,18710.000000000044,0.5043455254050782,clock
5,1464,320,301,1.0629139072847682,623.2003165100549,25878.000000000022,0.8373080027394421,car
3,450,338,236,1.4303797468354431,614.4714516091988,24765.999999999993,0.8242563696287112,fish
5,876,388,315,1.231012658227848,912.4503827385224,57182.499999999985,0.863086825252721,house
3,589,328,297,1.104026845637584,756.7805913007984,40340.50000000001,0.8851383749834193,tree
9,615,319,256,1.245136186770428,626.2045378194557,27576.999999999993,0.8837398977081296,bicycle
8,1236,396,275,1.4384057971014492,741.3826929990857,34283.5,0.7838087899729638,guitar
3,304,224,314,1.4,580.9794183886708,7891.500000000127,0.2937973876953704,pencil
2,261,299,269,1.1111111111111112,585.07532858435,26772.499999999993,0.9828227953997738,clock
8,1345,273,277,1.0145985401459854,484.478106614043,14990.500000000002,0.8025602953840981,car
11,776,283,236,1.1983122362869199,627.9779517100621,24970.500000000004,0.795698081132176,fish
10,641,196,287,1.4619289340101522,408.00730519772566,10808.999999999982,0.8159424023252465,house
20,1234,244,293,1.2,576.0288677746248,22186.999999999975,0.8402721122176482,tree
10,410,238,254,1.0669456066945606,456.47558965820804,13771.499999999993,0.8305312801897425,bicycle
12,1044,259,279,1.0769230769230769,765.5891325873057,31483.500000000007,0.6749962350812521,guitar
6,406,275,308,1.1195652173913044,428.8624838346957,5340.000000000058,0.3648505522433446,pencil
8,617,217,290,1.334862385321101,476.64915090681274,11487.000000000022,0.6353584901267124,clock
6,435,374,362,1.0330578512396693,944.790832755898,65481.0,0.9218363425725218,car
17,422,380,304,1.2491803278688525,963.2144795977082,54977.49999999997,0.7446442600600316,fish
14,367,400,317,1.2610062893081762,1112.2399076994307,75003.99999999987,0.7618988915520385,house
11,315,400,366,1.0926430517711172,1205.9226163999788,92802.50000000001,0.8019192881400602,tree
17,436,377,350,1.0769230769230769,981.2601863286694,69285.0,0.904233783889053,bicycle
7,366,371,389,1.0483870967741935,1177.978570978436,91359.49999999997,0.8273490981738132,guitar
7,204,257,362,1.4069767441860466,755.4487522323883,22202.00000000006,0.4888683776341757,pencil
10,156,336,319,1.053125,841.9770662574991,54838.99999999999,0.9720729677080406,clock
14,1176,350,199,1.755,700.1226929016952,21533.00000000002,0.552034341134106,car
6,635,367,200,1.8308457711442787,859.1488403494325,32942.500000000226,0.5608278889391137,fish
16,1046,280,297,1.0604982206405693,741.0442930979083,40011.00000000002,0.915589778868344,house
28,730,352,344,1.0231884057971015,1173.1239554971237,86914.00000000009,0.7936185220579699,tree
21,898,367,257,1.426356589147287,775.1822692849323,35323.50000000001,0.7386963135060474,bicycle
26,1019,371,216,1.7142857142857142,763.1603715076732,28388.499999999985,0.6125205844965824,guitar
7,612,164,303,1.8424242424242425,583.1633580349815,6711.499999999971,0.24799847048682674,pencil
26,1113,384,329,1.1666666666666667,972.6538433694406,69278.50000000009,0.9202201218717736,clock
24,1387,260,272,1.0459770114942528,473.6752071295266,15284.499999999996,0.8560513034920397,car
13,810,331,277,1.1942446043165467,699.7937341841005,27781.499999999993,0.7128948143980619,fish
13,984,325,310,1.0482315112540193,888.9210765555729,52490.000000000015,0.8347569232646347,house
11,1075,339,376,1.1088235294117648,891.1930642855812,52915.49999999998,0.8372384640136568,tree
20,909,298,311,1.0434782608695652,725.9083400785063,34551.000000000015,0.8239614882453223,bicycle
17,1202,351,348,1.008595988538682,992.2284534495999,59354.00000000092,0.7575939585209164,guitar
10,401,320,302,1.0594059405940595,699.5408001625572,10512.000000000053,0.2699411646768414,pencil
20,375,297,301,1.0134228187919463,748.2265210879893,42869.99999999996,0.9622704555001702,clock
7,566,400,256,1.5603112840466926,938.0412669424184,52239.999999999985,0.7460520759034899,car
9,272,376,230,1.632034632034632,757.3681592713025,32248.499999999996,0.7064888255214584,fish
8,483,367,337,1.0887573964497042,1109.3563950696953,84544.99999999996,0.8632878128099787,house
21,453,372,361,1.0303867403314917,1145.9316754792635,87359.50000000001,0.8359928350027985,tree
19,609,370,272,1.358974358974359,875.8825464643508,51212.500000000015,0.8388689049169915,bicycle
20,564,345,291,1.1849315068493151,899.3247904845277,45882.999999999956,0.7128998766499882,guitar
4,323,84,374,4.411764705882353,716.4336307477165,14081.999999999894,0.344764289495193,pencil
12,486,393,366,1.0735694822888284,1103.1304962178058,86177.99999999994,0.8899231267688283,clock
23,1761,366,228,1.6026200873362446,648.1857609946334,23364.50000000001,0.6988233096475704,car
98,3953,391,315,1.240506329113924,964.4234985974801,65625.99999999999,0.8866459425299822,fish
32,1674,347,332,1.045045045045045,955.3361658842107,56313.49999999988,0.7753717011683681,house
29,3218,343,368,1.072674418604651,1154.5493840340084,96017.49999999997,0.9051805849558525,tree
29,1500,319,300,1.06312292358804,722.1517983541664,36191.50000000006,0.872086278213783,bicycle
17,1404,370,351,1.0539772727272727,889.8090998310407,48180.500000000015,0.7646936449658177,guitar
9,553,213,279,1.308411214953271,483.2896111518237,6550.999999999995,0.35245408157988484,pencil
15,845,326,314,1.0380952380952382,934.922918468355,68446.99999999997,0.9840398129975702,clock
9,646,370,230,1.606060606060606,769.6925882023063,32175.99999999995,0.6825073115545024,car
3,309,344,234,1.4680851063829787,701.8247297286376,30702.500000000186,0.7832966512903684,fish
4,208,338,212,1.591549295774648,630.4689835794944,26985.0,0.853109610602641,house
3,194,302,368,1.2178217821782178,793.4803774127446,42560.50000000001,0.8494624834270594,tree
8,465,349,234,1.4893617021276595,732.8529801108157,34526.00000000004,0.8078345320338556,bicycle
7,569,379,261,1.450381679389313,735.5547434319753,27700.49999999997,0.6433798739283554,guitar
3,307,315,259,1.2153846153846153,643.3785946672075,11985.000000000002,0.36384355543843394,pencil
10,380,306,238,1.284518828451883,507.7373214892029,19626.000000000007,0.9566729254955383,clock
12,1062,322,281,1.1453900709219857,681.3850620831516,27918.00000000001,0.7556295794511012,car
11,1351,287,183,1.565217391304348,472.5028778134018,14384.499999999996,0.8096470142861947,fish
8,276,249,183,1.358695652173913,506.043799411755,17266.499999999993,0.8473014730178907,house
1,184,274,225,1.2168141592920354,521.141833888868,18393.50000000001,0.8510642872930805,tree
8,214,324,205,1.5776699029126213,640.9462633297665,28046.500000000022,0.857917044634072,bicycle
3,373,325,226,1.4361233480176212,684.4076928928528,22354.000000000025,0.5997017907792229,guitar
2,175,288,205,1.4029126213592233,507.5250646808934,6727.999999999991,0.3282319526418453,pencil
3,113,281,252,1.1146245059288538,578.1591071505377,26088.0,0.9807445597687386,clock
9,639,372,349,1.0657142857142856,919.0667271823359,54462.99999999999,0.8102468226643554,car
5,294,300,254,1.1803921568627451,526.5739134428089,17901.0,0.8112757153042452,fish
13,581,325,291,1.1164383561643836,704.7572628959526,35011.50000000005,0.8858118000359412,house
8,357,357,315,1.1329113924050633,775.8685990708385,42758.000000000065,0.8925876961427435,tree
16,389,327,279,1.1714285714285715,540.0049416336781,19243.499999999993,0.8292747842496282,bicycle
13,851,383,337,1.136094674556213,889.0559590138398,38078.50000000006,0.605384785052318,guitar
7,238,268,282,1.0520446096654275,456.9926930525123,7838.999999999992,0.4716849465033529,pencil
18,574,348,259,1.3423076923076922,654.0678237138592,33655.00000000003,0.9885847098317353,clock
16,1929,393,366,1.0735694822888284,974.6709799001569,54849.49999999992,0.7255485291941145,car
14,888,309,282,1.0954063604240283,701.2187882334641,31331.500000000007,0.8007260607509492,fish
21,2695,383,368,1.0406504065040652,1148.3692266136609,84352.00000000036,0.8037891809893941,house
45,3157,379,395,1.0421052631578946,1263.7664245068545,114665.49999999999,0.9022128477883957,tree
26,2052,361,323,1.117283950617284,753.7751389175156,33117.499999999985,0.7324597934846371,bicycle
20,4253,391,362,1.0798898071625345,1076.5421302033515,63327.999999999956,0.6866628876790405,guitar
12,1060,189,357,1.8842105263157896,714.5312426190653,11274.000000000007,0.2774887935222956,pencil
23,658,368,379,1.029810298102981,1020.0629362760227,66016.99999999971,0.7972815481638834,clock
33,1690,400,262,1.5247148288973384,860.5591113182367,35099.99999999996,0.5956012029381013,car
21,1090,272,367,1.347985347985348,824.395338634484,38663.5,0.7148912390952689,house
108,1994,399,400,1.0025,1398.5217954461916,130853.99999999997,0.8407335697089402,tree
24,907,267,339,1.2686567164179106,756.8830004993214,40916.49999999997,0.8975338542245939,bicycle
18,1391,400,284,1.407017543859649,872.9153833145398,34504.000000000015,0.5690298053007207,guitar
21,814,346,385,1.1123919308357348,888.6003909469397,34590.999999999985,0.5505033693299433,pencil
21,618,258,254,1.0156862745098039,544.4732059232812,23253.99999999999,0.9857221305561032,clock
9,678,335,227,1.4736842105263157,753.9870357382165,30931.000000000025,0.6837165112127442,car
4,397,314,214,1.4651162790697674,618.908232031186,21078.500000000007,0.6915077434772832,fish
9,742,373,345,1.0809248554913296,950.5396608725091,62256.49999999997,0.8658727672471823,house
1,247,347,340,1.0205278592375366,812.7403754764022,45487.999999999905,0.8653723921651203,tree
13,669,319,288,1.1072664359861593,713.0540203370787,33899.499999999985,0.837834599047678,bicycle
17,491,258,290,1.1235521235521235,707.0391221210639,28416.499999999873,0.7143212333374616,guitar
2,186,204,302,1.4780487804878049,513.4074902613489,5932.499999999728,0.2828285259278898,pencil
3,118,269,250,1.0756972111553784,422.85579814066085,13907.500000000002,0.9774045416901198,clock
15,3341,336,321,1.046583850931677,827.1296329096517,48971.99999999992,0.8995194210265124,car
13,1644,291,274,1.0618181818181818,615.4171846444299,16848.000000000007,0.5590092311091786,fish
15,3186,330,395,1.1963746223564955,871.7980260008134,48369.50000000002,0.7997416225474164,house
6,1086,338,343,1.0147492625368733,1019.359518648715,67266.50000000012,0.81349320527337,tree
16,2199,315,308,1.022653721682848,732.6872617367071,35320.00000000001,0.8267863096112624,bicycle
17,2120,270,297,1.099630996309963,627.8313368455911,22015.00000000003,0.7018472074652536,guitar
7,1500,300,314,1.0465116279069768,603.7355761849816,20793.999999999993,0.7168930454021712,pencil
12,2470,286,386,1.348432055749129,759.8050529500578,33911.0,0.7381525187804016,clock
2,384,306,326,1.0651465798045603,817.9999565791435,47836.00000000006,0.898376038710303,car
3,517,344,248,1.3855421686746987,690.4037617636195,27659.500000000007,0.7292020670685018,fish
20,1797,400,414,1.0349127182044888,1293.0634338532705,119689.99999999999,0.8995557207274186,house
14,1306,307,378,1.2305194805194806,963.091810105244,66292.00000000025,0.8981225612898222,tree
7,396,293,287,1.0208333333333333,599.6949995560063,22331.500000000073,0.780309518014986,bicycle
11,1372,341,312,1.0926517571884984,809.7845020441425,39917.00000000006,0.7649425801874388,guitar
18,803,375,336,1.1157270029673592,1063.0364614624325,64822.49999999994,0.7208407316750755,pencil
21,1093,376,328,1.1458966565349544,1009.4906098545098,79479.99999999996,0.98008367508068,clock
15,2251,371,282,1.314487632508834,892.8032488419598,44912.49999999989,0.7080526789770346,car
4,437,289,216,1.336405529953917,723.9583562382336,34424.49999999999,0.8253731455106406,fish
5,533,317,241,1.3140495867768596,801.4264721891745,44992.00000000001,0.8802738400580519,house
3,437,322,344,1.068111455108359,981.4694217049873,66669.50000000003,0.8697281266959418,tree
29,1390,317,288,1.1003460207612457,650.4523010024577,27007.000000000007,0.8021494678588104,bicycle
12,1349,331,309,1.070967741935484,814.0840245222989,33694.499999999956,0.6388963626300838,guitar
5,662,277,319,1.1510791366906474,657.9612023605397,12219.999999999987,0.35471577161770496,pencil
10,1127,359,293,1.2244897959183674,849.1905654152183,55860.000000000015,0.9734204693107539,clock
10,313,395,245,1.6097560975609757,909.3573485817963,37482.50000000006,0.5695990447065666,car
4,172,263,206,1.2753623188405796,380.12792254360363,6301.500000000004,0.5480172894506393,fish
7,182,281,245,1.146341463414634,502.9786333982223,16510.000000000007,0.8200831037319337,house
4,138,293,256,1.1439688715953307,464.2565159594316,15061.50000000001,0.8781365915378341,tree
9,306,283,271,1.0441176470588236,540.5668225900988,17541.500000000015,0.7543585504140748,bicycle
10,593,308,305,1.0098039215686274,764.7910789925708,29386.499999999996,0.6313527854711652,guitar
4,112,308,181,1.6978021978021978,482.373852629382,5831.499999999987,0.3149362317821895,pencil
12,257,308,247,1.2459677419354838,522.0595854350363,21040.0,0.97009764694134,clock
6,276,315,262,1.2015209125475286,587.8214726277387,23172.000000000007,0.8427184281586247,car
6,159,314,248,1.2650602409638554,508.1582426519562,14054.999999999996,0.6839789953382638,fish
12,213,333,316,1.053627760252366,855.7253256538361,47444.500000000015,0.8141922561081235,house
3,158,340,368,1.0821114369501466,958.1582070304124,62613.5,0.8570445492135502,tree
9,183,352,274,1.2836363636363637,815.2758215950889,39159.5,0.7403513565053899,bicycle
7,426,373,289,1.289655172413793,804.0419099547123,28709.500000000007,0.5580564343641939,guitar
10,167,359,294,1.2203389830508475,746.9747987528881,17394.50000000005,0.3917508195760814,pencil
21,221,323,307,1.051948051948052,855.3893221576184,51469.000000000044,0.883950498515585,clock
13,569,332,281,1.1808510638297873,647.195677999452,25407.500000000015,0.7622555260640413,car
8,424,274,232,1.1802575107296138,476.2358469639395,12350.000000000027,0.6842781255864127,fish
7,280,275,295,1.0724637681159421,613.7114144193084,26098.000000000007,0.8707403883568104,house
4,266,266,344,1.2921348314606742,784.9185944939688,42761.499999999905,0.8721949345675976,tree
12,539,324,288,1.1245674740484428,686.1257576764739,25433.499999999967,0.6789042797997532,bicycle
10,709,385,368,1.046070460704607,1004.3041628814917,47909.999999999985,0.596905401824455,guitar
4,316,209,309,1.4761904761904763,414.0194844419895,7258.000000000004,0.5320902088899686,pencil
3,202,274,277,1.010909090909091,511.8661784913577,20094.499999999985,0.9637717659146453,clock
25,1470,373,237,1.5714285714285714,697.2838992454413,22564.499999999993,0.5831983737035887,car
41,1319,324,252,1.284584980237154,891.2366855579501,49838.500000000124,0.7884764329904843,fish
80,2884,346,336,1.029673590504451,1037.2404729662735,73282.49999999985,0.8559555882318993,house
24,1373,365,377,1.0327868852459017,1102.8210455375017,86360.50000000001,0.892308276994953,tree
42,1417,338,337,1.0029585798816567,837.9248253286066,48527.500000000015,0.8685356859993455,bicycle
22,1338,337,342,1.014792899408284,940.8729939133227,49484.499999999985,0.7024526324059777,guitar
11,380,325,324,1.003076923076923,602.6415842593444,9162.499999999769,0.31703386803194644,pencil
15,390,301,318,1.0562913907284768,513.8414254439718,20575.999999999993,0.9792928591359178,clock
20,963,352,213,1.6495327102803738,674.714823797523,21888.00000000002,0.6041926534223881,car
17,738,305,220,1.3846153846153846,720.9303858795566,28353.500000000007,0.6855353894288644,fish
25,1074,310,301,1.0298013245033113,827.0463648527086,45919.5,0.8436208414435108,house
25,833,357,359,1.005586592178771,1110.3432639413415,86560.00000000003,0.8822924997908465,tree
24,767,288,249,1.156,563.5273710596668,21862.500000000007,0.8651265822265914,bicycle
17,823,289,314,1.0862068965517242,825.3964108781399,30470.49999999995,0.562036204954871,guitar
5,238,163,300,1.8353658536585367,483.3138598697626,4456.999999999976,0.2397695339748151,pencil
17,547,278,267,1.041044776119403,585.5608245688867,26900.0,0.9858665164597018,clock
18,835,390,287,1.3576388888888888,930.6605913983047,58368.00000000009,0.8468412956097086,car
22,829,324,328,1.0123076923076924,792.9233747471419,41142.49999999999,0.8223147880615406,fish
9,332,368,318,1.1567398119122256,923.3085822631064,59300.00000000004,0.8741195079176194,house
10,295,328,366,1.115501519756839,1017.8537912605569,73226.5,0.8881929946411974,tree
21,338,354,329,1.0757575757575757,792.8035240036828,42428.5,0.8482744736229358,bicycle
8,688,408,364,1.1205479452054794,927.9099737085115,52053.49999999998,0.7597104750281438,guitar
9,254,368,393,1.067750677506775,941.3358162875625,34248.000000000124,0.48568636617607464,pencil
19,375,343,319,1.075,863.2119066576023,57983.99999999994,0.97787465813504,clock
5,648,357,296,1.2053872053872055,752.5763021777949,38052.499999999985,0.8442906527885498,car
5,284,313,246,1.271255060728745,587.0834418202024,20922.5,0.7628229968318442,fish
22,394,310,316,1.0192926045016077,878.2019690249655,51757.99999999997,0.8433319173530849,house
5,421,334,378,1.1313432835820896,1113.435445986756,83617.5,0.8475726948101672,tree
13,336,328,306,1.0716612377850163,676.966810813989,31233.499999999996,0.8564376733123186,bicycle
18,417,364,331,1.0993975903614457,862.3647281266444,37594.99999999999,0.6352694683361766,guitar
6,111,312,270,1.154981549815498,619.7395731432954,11343.000000000005,0.3711242549556625,pencil
20,470,300,386,1.2857142857142858,966.2004776591593,71132.50000000001,0.9575102701451477,clock
5,430,206,234,1.1352657004830917,279.5977341639569,5024.499999999997,0.8076727293063162,car
5,310,290,282,1.028268551236749,607.9106730231099,20715.49999999955,0.7044103808496753,fish
4,387,231,223,1.0357142857142858,476.75065412059166,14499.0,0.8016140466341448,house
8,907,386,303,1.2730263157894737,925.1682525826454,49621.999999999985,0.7285220241749597,tree
9,388,296,242,1.2222222222222223,592.6654622970908,20138.500000000007,0.7204730572572801,bicycle
8,309,310,246,1.2591093117408907,610.6092732088571,17649.999999999978,0.5948778282883767,guitar
3,157,210,229,1.0900473933649288,235.70120567360846,1609.0000000000095,0.363950482941451,pencil
4,207,248,220,1.1266968325791855,513.0011372396621,20384.999999999993,0.9733833742615906,clock
45,2855,314,277,1.1330935251798562,690.152263468236,31943.999999999996,0.8427705049471662,car
11,653,243,249,1.0245901639344261,362.23161753113953,6617.500000000006,0.6337691622483381,fish
27,2309,357,331,1.0783132530120483,918.6733907636211,55330.99999999999,0.8238651053126218,house
31,1083,380,382,1.005249343832021,1162.744722712653,95331.9999999994,0.8860940374393209,tree
29,1170,331,250,1.3227091633466135,776.0581617641084,39692.00000000004,0.8281791740722536,bicycle
9,1345,349,326,1.070336391437309,837.1998711420223,29134.99999999992,0.5223559918758157,guitar
4,687,309,256,1.206225680933852,510.0801072472042,5207.499999999978,0.2515141187793304,pencil
23,1068,323,287,1.125,704.1300759163194,34340.49999999999,0.8703835778308051,clock
16,789,341,291,1.1712328767123288,749.2350141132749,37555.499999999985,0.8407120691939517,car
9,550,346,295,1.1722972972972974,776.0382169181296,36405.5,0.7596449339266368,fish
14,599,303,249,1.216,673.8959864742449,32421.49999999999,0.8971338184473446,house
15,698,315,281,1.1205673758865249,847.8556519254138,48230.00000000004,0.843108148645472,tree
24,900,328,286,1.146341463414634,749.8726463683619,38445.50000000004,0.8591724722156144,bicycle
7,582,308,298,1.0334448160535117,742.2327011063011,27119.999999999985,0.6186134813283617,guitar
5,213,286,273,1.0474452554744527,576.3179339072201,10892.000000000005,0.41209109353881407,pencil
14,304,304,304,1.0,717.2207089206343,39938.00000000002,0.9756421060723203,clock
5,525,340,273,1.2445255474452555,734.0931191098781,34018.00000000002,0.7932614221539818,car
6,532,345,258,1.335907335907336,712.6485324225257,31952.499999999996,0.7906129383899063,fish
9,436,390,303,1.2861842105263157,1014.2144161972499,71636.49999999999,0.8751543670803381,house
3,207,330,377,1.1419939577039275,899.8740368494289,55719.5,0.8646764506087764,tree
7,353,328,306,1.0716612377850163,806.7179097523498,45531.00000000003,0.8791716098483787,bicycle
13,825,350,309,1.132258064516129,826.8920917499147,34222.5000000001,0.6289612930468582,guitar
7,737,344,358,1.0405797101449274,782.35284227451,20982.99999999998,0.43079644946818246,pencil
13,306,305,336,1.1013071895424837,684.0796774734786,36030.50000000001,0.9675352033914206,clock
23,1817,379,282,1.342756183745583,908.1597416364383,50554.0,0.7702662981129891,car
13,1170,398,298,1.334448160535117,989.2965423718186,57748.500000000204,0.741476838717908,fish
26,1254,399,394,1.0126582278481013,1070.5227144739697,80927.50000000003,0.8873893560436894,house
23,1300,386,361,1.069060773480663,1319.167269243826,119532.50000000012,0.8631695918691783,tree
19,737,388,359,1.0805555555555555,1022.8029473925208,72636.00000000004,0.8725249253678491,bicycle
13,848,399,385,1.0362694300518134,1101.5645851863812,64190.000000000065,0.6647484135002507,guitar
4,351,266,393,1.4756554307116105,877.8904151100503,20100.50000000006,0.327745026389363,pencil
22,859,314,358,1.1396825396825396,823.0172225852222,46852.499999999985,0.8692101449311312,clock
10,619,305,263,1.1590909090909092,712.0760620248009,31704.50000000002,0.7857384394355597,car
9,293,340,291,1.167808219178082,732.321535161163,35556.5,0.8331539500992038,fish
9,410,379,285,1.3286713286713288,913.2600802207176,54038.500000000684,0.814187068681448,house
2,225,309,331,1.070967741935484,823.9689419802941,48570.99999999998,0.8990114538662834,tree
16,572,302,247,1.221774193548387,624.0212314984265,22564.999999999945,0.7281929490305058,bicycle
5,222,354,226,1.5638766519823788,524.8666046043094,13930.000000000027,0.6354232453990214,guitar
2,177,291,242,1.2016460905349795,523.2134766387875,13609.499999999995,0.6247326307472401,pencil
18,368,322,341,1.0588235294117647,814.910820319539,48747.49999999992,0.9224483178600316,clock
19,1698,278,227,1.2236842105263157,553.7914251480736,19726.499999999996,0.8082904489827335,car
11,553,225,246,1.092920353982301,408.8200618997732,10507.999999999996,0.790069922621328,fish
55,3949,250,279,1.1155378486055776,731.9856415204059,35293.50000000001,0.8277505320726747,house
35,1985,400,310,1.2893890675241158,1089.7173840131604,67178.5000000001,0.7109063740252601,tree
33,4156,309,254,1.2156862745098038,766.0604826948484,40142.00000000002,0.8595729714997028,bicycle
27,1011,310,242,1.2798353909465021,697.3371979033323,23525.50000000001,0.6079432794942244,guitar
6,288,167,279,1.6666666666666667,447.2172640366547,4240.499999999953,0.2664341017632269,pencil
21,691,262,272,1.038022813688213,616.6447000400566,29574.999999999993,0.9773826176191561,clock
12,970,387,227,1.7017543859649122,911.7593175548553,46096.5,0.6968148465249523,car
3,444,331,290,1.140893470790378,800.8456227012048,28572.499999999287,0.5598355759026912,fish
9,794,304,313,1.0295081967213116,795.05924859021,43902.99999999999,0.8727805790884801,house
3,376,317,384,1.2106918238993711,919.7762251156263,59870.49999999993,0.8893206774297306,tree
9,732,359,272,1.3186813186813187,811.7916984926146,43086.50000000008,0.8216027217193772,bicycle
9,1145,358,369,1.0306406685236769,1019.3951573091176,54170.000000000065,0.655063750479373,guitar
7,810,266,374,1.404494382022472,827.3501641273459,26481.999999999694,0.4861630304362842,pencil
7,625,341,303,1.125,883.8786005849186,60850.99999999996,0.9787963582965141,clock
1,259,299,267,1.1194029850746268,668.1587242885714,23125.499999999975,0.6509411226208781,car
5,325,354,234,1.5106382978723405,604.6672489895313,19040.00000000003,0.6544009416166793,fish
6,217,351,305,1.1503267973856208,847.7320628318793,48574.99999999999,0.8493866966921907,house
7,220,283,308,1.0880281690140845,797.2929705756717,43566.00000000007,0.8612350198622527,tree
9,237,328,249,1.316,663.6048466009992,26893.000000000007,0.7674145295073588,bicycle
9,463,352,298,1.1806020066889633,680.257735594828,23132.500000000007,0.6281819548276593,guitar
3,162,173,271,1.5632183908045978,412.25896555942114,4059.4999999999854,0.3001526564621828,pencil
4,157,264,288,1.090566037735849,534.7889401939133,22036.00000000001,0.968228346931038,clock
11,1097,323,201,1.603960396039604,717.546695371261,29669.50000000005,0.724135358894062,car
31,1680,368,284,1.2947368421052632,873.1306754506278,51336.50000000002,0.8462089752726035,fish
27,1517,346,332,1.042042042042042,1029.3548420027219,71764.99999999999,0.8511230059707043,house
10,1059,355,381,1.0730337078651686,1140.0225034528155,95476.00000000003,0.9231605377854479,tree
12,1854,372,258,1.4401544401544402,924.1652933534632,57954.49999999999,0.8527028565484609,bicycle
12,1689,371,312,1.1884984025559104,866.0679657373004,33436.500000000226,0.5601788719274707,guitar
7,872,296,292,1.0136518771331058,674.0810218341351,8857.999999999922,0.2449747593525166,pencil
14,1355,299,238,1.2552301255230125,610.9172219717959,29347.5,0.988134900992288,clock
9,914,309,219,1.4090909090909092,567.8504041073519,16010.000000000005,0.6239263359123567,car
16,603,238,173,1.3735632183908046,370.89837520743697,9136.999999999995,0.8346485193554658,fish
19,807,353,250,1.4103585657370519,767.989677657382,37561.999999999985,0.8002907674764831,house
10,461,323,344,1.0648148148148149,950.1790803120728,61463.500000000146,0.8554925310452084,tree
3,571,314,283,1.1091549295774648,704.2339559734805,33842.00000000004,0.8574957219316395,bicycle
4,394,316,271,1.1654411764705883,748.0274245640313,35080.49999999998,0.7878446637111247,guitar
4,180,340,211,1.6084905660377358,606.3054488528276,6425.99999999994,0.21966842831333572,pencil
4,127,292,223,1.3080357142857142,557.3407823594115,23062.49999999998,0.9329848716747863,clock
7,258,293,264,1.109433962264151,548.3634311436143,18005.999999999996,0.752471645355694,car
4,386,278,268,1.037174721189591,531.0299367790417,16511.5,0.7357976267253659,fish
5,239,264,287,1.0867924528301887,663.1500395959537,28852.999999999956,0.8244745227817425,house
3,260,331,334,1.0090361445783131,855.5106101363348,48043.99999999998,0.8248941471256531,tree
10,165,262,288,1.0988593155893536,512.5530460066994,16949.499999999993,0.8107540330803091,bicycle
8,304,318,244,1.3020408163265307,533.4866416541015,12004.500000000004,0.5300377983886883,guitar
5,142,204,307,1.502439024390244,469.20443001102353,6664.50000000002,0.38041114192789555,pencil
10,109,229,287,1.2521739130434784,443.98980559382125,13797.499999999998,0.8795575682361615,clock
22,2177,367,216,1.695852534562212,800.732514335938,36795.99999999997,0.7211665038751869,car
10,803,376,295,1.2736486486486487,1055.4304992254565,74317.00000000009,0.8383758388684156,fish
127,2310,400,392,1.020356234096692,1354.0640414589848,124610.00000000007,0.8540520703440815,house
53,574,373,398,1.0668449197860963,1255.8456974279868,116597.00000000003,0.9290191714945047,tree
29,3143,381,316,1.2050473186119874,1055.215313562739,71353.49999999991,0.8052726969815527,bicycle
24,1469,375,351,1.0681818181818181,1040.3579474660219,50801.50000000022,0.5898218017172967,guitar
9,437,177,331,1.8651685393258426,484.81546884763793,4141.9999999999845,0.22144558292873612,pencil
8,586,298,193,1.541237113402062,565.5820943467999,17933.50000000001,0.7045042503842271,clock
8,735,321,255,1.2578125,697.7076179260267,28102.00000000001,0.7254377705619738,car
8,355,317,249,1.272,602.5588687185236,18578.49999999993,0.6430156526340602,fish
7,355,255,284,1.11328125,622.2212230575781,25514.5,0.8281467191847769,house
