no_paths,no_points,width,height,elongation,length,area,roundness,drawing
3,119,347,287,1.2083333333333333,615.0813464706116,12035.999999999993,0.39978540042941485,pencil
3,119,296,284,1.0421052631578946,568.2907166041831,25132.999999999985,0.9779419407735389,clock
5,390,279,259,1.0769230769230769,475.1662320138967,15777.500000000011,0.878126156486399,car
5,325,267,241,1.1074380165289257,335.54303565736905,6183.0,0.6901009924472645,fish
6,534,247,295,1.1935483870967742,474.5590828424638,13334.999999999987,0.7440845791079748,house
4,401,286,321,1.1219512195121952,711.5396034283312,34665.99999999996,0.8604297973169563,tree
4,374,309,254,1.2156862745098038,690.6293110108755,30289.499999999953,0.7980166556626924,bicycle
15,968,247,330,1.3346774193548387,651.2239676135489,22540.000000000036,0.667887051671655,guitar
14,1003,192,341,1.7720207253886011,520.7493426423912,11398.499999999996,0.5282020796558142,pencil
8,495,380,359,1.0583333333333333,1001.0088397112357,74813.99999999997,0.9382464157490168,clock
10,1249,397,285,1.3916083916083917,872.90968411977,47638.00000000001,0.7856421236095819,car
9,802,303,234,1.2936170212765958,585.6535583331906,16226.999999999967,0.5945200799484823,fish
6,421,267,307,1.1492537313432836,646.7163728481322,25154.0,0.755769233757463,house
4,342,396,334,1.1850746268656716,1160.0512921364113,84448.5,0.788583016603947,tree
7,740,331,306,1.0814332247557004,872.4312991846652,49851.00000000003,0.8230406070562366,bicycle
6,695,385,271,1.4191176470588236,836.0507500699593,33652.49999999998,0.6050091115524454,guitar
4,632,301,223,1.3482142857142858,584.7878208004387,9982.500000000022,0.3668196098716582,pencil
2,314,310,289,1.0724137931034483,664.1884727059987,34061.00000000001,0.9702520978449787,clock
10,814,299,181,1.6483516483516483,449.57683283777175,10099.000000000011,0.6278854065967187,car
16,567,268,195,1.3724489795918366,368.05704836216205,7321.500000000016,0.6791718118796355,fish
15,727,276,222,1.242152466367713,592.1100681107748,24612.500000000182,0.8821870973005075,house
5,593,302,288,1.0484429065743945,776.510528039819,43907.99999999999,0.9150794930149088,tree
11,610,279,219,1.2727272727272727,461.9205675858933,13166.999999999987,0.7754648181902235,bicycle
19,1146,213,314,1.47196261682243,583.3267065218713,15479.500000000011,0.5716669330785809,guitar
6,238,237,202,1.1724137931034482,246.23603192078085,1072.5,0.22228182665648974,pencil
4,322,252,238,1.0585774058577406,473.1814242308933,17187.50000000001,0.9646442967408284,clock
6,659,350,254,1.3764705882352941,699.9863308125048,26669.500000000015,0.6839834903466421,car
12,960,355,259,1.3692307692307693,670.5894584177632,26428.500000000033,0.7385313483041444,fish
15,998,272,245,1.1097560975609757,665.3693258489754,30744.499999999993,0.8726734178018486,house
6,618,310,273,1.135036496350365,566.0801963577912,22668.000000000015,0.8889291424462941,tree
7,434,221,231,1.045045045045045,476.90151323592875,11846.999999999985,0.6545771660556227,bicycle
5,502,265,242,1.0946502057613168,369.5013807437215,5512.500000000008,0.5073718117699922,guitar
2,330,160,280,1.7453416149068324,322.22267894197404,2365.0000000000005,0.2862389967391788,pencil
8,690,371,284,1.305263157894737,893.2862624939382,49821.99999999994,0.7846025423323463,car
10,492,313,289,1.0827586206896551,801.2372628198112,43800.99999999998,0.8573765727208532,fish
19,487,285,295,1.034965034965035,657.1294703424903,29561.00000000001,0.8602547840960271,house
5,444,327,344,1.0518292682926829,982.9298857051895,70351.50000000001,0.915035926760902,tree
23,848,374,282,1.325088339222615,824.8499831734282,45260.99999999998,0.8359572513386146,bicycle
17,594,285,319,1.118881118881119,750.8251210276895,31049.500000000004,0.6921287434702851,guitar
12,448,320,322,1.0062305295950156,747.1457491177237,16876.50000000003,0.379910754749169,pencil
13,443,334,348,1.0417910447761194,869.7810251388781,58510.49999999993,0.971904997799395,clock
13,762,384,299,1.2833333333333334,927.7242108226551,55706.00000000009,0.8133436077229811,car
9,428,379,280,1.3523131672597866,822.8320473600436,44891.499999999854,0.8332044580131902,fish
13,848,354,360,1.0169014084507042,1029.7495213383263,73551.0,0.8716361791627154,house
3,204,342,352,1.0291545189504374,978.4095424703041,66927.00000000006,0.8785568368687121,tree
6,312,346,338,1.0235988200589972,839.2482604603258,48479.0,0.8649332991639943,bicycle
8,419,342,361,1.055393586005831,903.0821738367569,48329.50000000006,0.7446764619485995,guitar
10,373,326,340,1.0428134556574924,775.1619034301787,25352.499999999993,0.5302074362177482,pencil
8,228,323,290,1.1134020618556701,787.8559471600631,47666.999999999985,0.9650149655493853,clock
17,765,400,277,1.4424460431654675,924.0284136018753,58927.00000000002,0.8672684423890615,car
52,378,335,260,1.2873563218390804,863.288741949465,51451.49999999995,0.8675524685129049,fish
14,538,375,334,1.1223880597014926,1087.4066582497173,78971.00000000016,0.8392542046279784,house
11,345,281,395,1.4042553191489362,1113.3492450835122,81853.50000000001,0.8298207309057234,tree
13,301,375,297,1.261744966442953,967.9070579963691,64743.499999999935,0.8684378109322185,bicycle
17,564,396,315,1.2563291139240507,941.2707813337678,51784.500000000015,0.7344808822296307,guitar
14,306,312,351,1.1246006389776357,832.5327164455937,18725.999999999967,0.33950976083972856,pencil
12,236,367,318,1.1536050156739812,947.3820436655627,70187.00000000004,0.9826893418865935,clock
17,885,359,321,1.1180124223602483,804.8360993459357,36891.49999999999,0.7156839582034064,car
7,430,365,294,1.240677966101695,687.3426806075221,27575.50000000001,0.7334772284024669,fish
6,415,400,338,1.182890855457227,927.310712234464,59299.0,0.866576046175989,house
11,1002,338,376,1.112094395280236,948.0431885555097,61413.500000000015,0.8586525584933368,tree
6,369,359,344,1.0434782608695652,1016.4312543605529,68001.50000000041,0.8271272616044191,bicycle
7,319,369,369,1.0,1047.0922100424978,82566.99999999996,0.9463385066366288,clock
3,884,326,271,1.2022058823529411,731.9621962376702,32724.49999999997,0.7675480639093931,car
4,407,317,242,1.308641975308642,674.1165166012983,25831.99999999998,0.7143284709184561,fish
8,931,265,273,1.0300751879699248,614.4984624118791,25095.500000000007,0.8351492893235316,house
10,634,400,366,1.0926430517711172,1195.024333782954,89610.50000000025,0.7885246369351462,tree
8,732,323,280,1.1530249110320285,661.6815499906567,28741.500000000025,0.8249378750351639,bicycle
10,1248,306,337,1.1009771986970684,749.9009323026141,33298.500000000044,0.7440921917325001,guitar
5,797,312,307,1.0162337662337662,740.9159960031494,16376.500000000102,0.3748806388896384,pencil
3,261,300,317,1.0564784053156147,762.9499991232132,44894.500000000015,0.9691942957196281,clock
4,487,377,272,1.3846153846153846,772.3840838510788,35320.49999999998,0.7439950996826674,car
3,234,335,262,1.2775665399239544,646.7144270727148,24362.499999999985,0.7319924764591155,fish
6,306,334,282,1.1837455830388692,743.3637604921684,36836.0,0.8376827225664494,house
2,611,346,371,1.0720461095100864,1008.6927027973039,70908.49999999999,0.8757706861889192,tree
11,479,319,264,1.2075471698113207,747.7727750555819,36730.0,0.8254513721207433,bicycle
4,314,314,344,1.0952380952380953,894.556145313737,44004.99999999996,0.6910296504195943,guitar
11,259,317,325,1.0251572327044025,722.3938632135413,20719.499999999978,0.49893163213827857,pencil
6,222,292,252,1.158102766798419,534.7012254881009,22365.499999999996,0.9830285172861787,clock
4,649,187,201,1.074468085106383,396.66613309865807,11542.000000000002,0.9218084587721324,car
3,321,208,177,1.1741573033707866,234.3949248932408,3244.0000000000045,0.7419835916239437,fish
12,796,229,240,1.0478260869565217,494.4116300171493,15051.999999999965,0.7737964224753492,house
20,908,211,257,1.2169811320754718,443.79089084414653,14284.000000000004,0.9113872277163942,bicycle
19,1282,229,346,1.508695652173913,680.9170166927271,20801.50000000005,0.5637884075170719,guitar
7,402,193,242,1.2525773195876289,340.4420322900805,3219.4999999999745,0.3490695327333694,pencil
17,775,249,295,1.184,585.9524925561169,24418.500000000004,0.8937252627056526,clock
1,579,251,269,1.0714285714285714,612.6236593177518,26353.00000000001,0.8823733765260398,car
2,338,261,237,1.1008403361344539,495.17973607358346,13957.499999999995,0.7153058428362657,fish
4,532,237,282,1.1890756302521008,691.248212192855,31229.500000000207,0.8213095124503986,house
1,479,313,341,1.089171974522293,961.7484771873355,61819.50000000002,0.8398705199998193,tree
6,429,276,289,1.0469314079422383,745.260857946668,35940.99999999992,0.8131738351604563,bicycle
5,772,204,329,1.6097560975609757,802.5047325495783,32025.000000000055,0.624890321181128,guitar
1,204,208,268,1.2870813397129186,467.3714252780804,7923.9999999999645,0.4558584589318291,pencil
9,624,325,328,1.00920245398773,788.0577876972615,47954.0,0.9703280201083855,clock
5,762,312,222,1.4035874439461884,551.4453502662993,18605.000000000015,0.7688375393498186,car
3,675,287,219,1.309090909090909,495.5828205115919,14421.500000000005,0.7378835223158444,fish
7,528,297,234,1.2680851063829788,517.3933459386087,17808.99999999999,0.8360027764892125,house
3,443,300,287,1.0451388888888888,746.8746335034981,38417.499999999854,0.8654531140524051,tree
15,876,283,248,1.140562248995984,484.22363497818685,15137.500000000013,0.8112823973565699,bicycle
17,1597,278,308,1.10752688172043,817.8901362255685,31352.500000000313,0.5889685425963714,guitar
5,478,309,252,1.225296442687747,564.9024747304975,6510.000000000048,0.256356242870769,pencil
2,312,276,244,1.1306122448979592,503.83202410298725,19559.00000000001,0.9682443561599698,clock
7,1321,303,250,1.2111553784860558,628.2284430402839,24950.499999999993,0.7944268734402874,car
4,554,229,204,1.1219512195121952,430.93716363697246,10414.500000000065,0.7047261558352885,fish
11,808,251,294,1.1706349206349207,726.1560870878067,34239.99999999995,0.8159877811709078,house
13,996,311,317,1.0192307692307692,742.2262676113247,38472.0,0.8775704436665429,tree
6,593,276,309,1.1191335740072201,428.79099103634155,11457.000000000013,0.7830499618505019,bicycle
4,739,221,321,1.4504504504504505,547.8142851913942,13635.499999999949,0.57097123002699,guitar
2,245,184,238,1.2918918918918918,218.21525732306733,1282.4999999999998,0.3384519437212296,pencil
3,235,269,255,1.0546875,489.141073973616,18603.000000000007,0.9770675379702555,clock
15,622,357,305,1.1699346405228759,824.226291570501,44072.5,0.8152383906321948,car
7,471,372,229,1.6217391304347826,808.052837565977,30354.000000000317,0.5841794486128338,fish
31,1006,382,301,1.2682119205298013,979.3584679078309,65104.500000000015,0.8529773644528469,house
3,378,345,346,1.0028901734104045,1023.7895835767845,73216.99999999999,0.8778097109160805,tree
45,1771,400,343,1.1656976744186047,1096.137731844408,80164.49999999999,0.8384201303471239,bicycle
11,1181,376,395,1.0503978779840848,1110.2825624539937,52085.99999999996,0.5309624792557174,guitar
5,327,258,286,1.1081081081081081,545.7552318810474,7787.5000000000255,0.3285580468652009,pencil
23,810,290,285,1.0174825174825175,626.7747255565461,30643.500000000007,0.980223885013333,clock
25,1936,371,308,1.203883495145631,914.6097129070184,52521.50000000002,0.7889970267732805,car
6,442,329,279,1.1785714285714286,884.411956615628,51718.99999999994,0.8309038523801163,fish
16,682,376,371,1.0134408602150538,1138.0760833136262,89082.4999999999,0.8642903560601981,house
10,272,348,396,1.1375358166189111,1161.1713442833536,96479.0,0.8991870386070666,tree
42,1787,343,334,1.026865671641791,884.6841552744847,55255.000000000015,0.8871661217718794,bicycle
26,1569,339,355,1.0470588235294118,883.5003926708329,39678.99999999995,0.6387884995707517,guitar
21,1031,290,397,1.3676975945017182,833.2271559261145,18709.999999999854,0.3386544760326758,pencil
37,936,327,316,1.0347003154574133,780.2383679291809,47833.49999999998,0.9873870297384557,clock
18,734,343,269,1.2740740740740741,676.6237455335958,24128.499999999985,0.6622862187699242,car
4,534,364,276,1.3176895306859207,878.3808607714498,39180.50000000053,0.6381372690316969,fish
20,915,280,342,1.2206405693950177,845.3706223086897,46998.00000000001,0.8264088092901668,house
4,305,336,363,1.0801186943620178,1012.62647858483,71065.50000000013,0.8709036713853973,tree
31,776,361,349,1.0342857142857143,833.8673078242845,44982.49999999999,0.8129419928006026,bicycle
7,536,378,264,1.430188679245283,843.9427020450676,32368.999999999993,0.5711013971883064,guitar
5,154,317,268,1.1821561338289963,607.088474698151,9327.00000000001,0.3180151900671952,pencil
6,460,364,345,1.0549132947976878,965.5800413688074,72278.50000000006,0.974187234787663,clock
1,596,392,292,1.341296928327645,735.7200293382298,27989.000000000015,0.6497885991402574,car
1,386,271,265,1.0225563909774436,513.3226281666128,14830.000000000002,0.7072455063594354,fish
3,300,245,269,1.0975609756097562,530.297383072223,17632.999999999975,0.7879471764981532,house
2,417,277,317,1.143884892086331,660.2841344828227,26967.99999999999,0.7773146975502971,tree
11,903,278,259,1.073076923076923,469.8795674259302,13813.49999999999,0.7862134615051496,bicycle
2,580,360,264,1.3622641509433961,646.6286078383038,20078.000000000036,0.6034210897294887,guitar
1,282,201,239,1.188118811881188,350.7921943813501,3653.4999999999573,0.37309474614402677,pencil
13,168,290,250,1.159362549800797,386.98857230776474,11656.999999999998,0.9781385586633442,clock
8,1352,354,197,1.792929292929293,746.3232560988986,25995.99999999998,0.5864924728140742,car
21,3244,315,241,1.3057851239669422,635.6824920218028,22917.000000000007,0.7126677860070098,fish
15,1356,315,241,1.3057851239669422,737.9462539399758,37875.50000000009,0.8740147739785863,house
9,1353,329,307,1.0714285714285714,1012.4232374711669,59614.999999999985,0.7308717959746882,tree
14,1726,332,242,1.3703703703703705,817.9517126987217,45971.99999999999,0.8634713452227359,bicycle
7,1285,260,342,1.314176245210728,764.2717800176174,26036.500000000007,0.5601402992951818,guitar
6,499,174,313,1.7942857142857143,471.99762282340424,3512.4999999999673,0.19812832785398934,pencil
23,1322,263,270,1.0265151515151516,481.1109843177194,18170.999999999996,0.9865024030211818,clock
9,801,400,239,1.6708333333333334,832.2417238741227,33290.00000000025,0.6039829640165078,car
7,465,325,249,1.304,828.5684457906318,42338.50000000003,0.7749765318347183,fish
12,506,268,352,1.312267657992565,755.4578846084944,38182.499999999956,0.8407245084884511,house
15,442,360,388,1.077562326869806,1184.6726468731167,97850.0,0.8761409349945112,tree
16,573,331,270,1.2250922509225093,716.7664519458838,33914.99999999993,0.8295572156008375,bicycle
20,1028,373,361,1.0331491712707181,989.2743819126724,46211.99999999991,0.5933775390726449,guitar
4,336,287,301,1.0486111111111112,648.3073124088178,8691.999999999902,0.25987693820583957,pencil
16,340,286,251,1.1388888888888888,558.7212010455734,24468.500000000015,0.9849788563090884,clock
5,423,388,238,1.6276150627615062,799.5188232009856,29669.49999999999,0.5832606879954354,car
11,279,309,256,1.206225680933852,627.3663618306981,20906.499999999978,0.6674961096887072,fish
28,437,392,336,1.1661721068249258,935.8425529594248,64288.000000000044,0.9224316621587068,house
7,630,356,332,1.072072072072072,982.8624163652154,69852.0,0.9086638541038933,tree
26,829,383,279,1.3714285714285714,857.6089664297921,47950.00000000005,0.8192564128216973,bicycle
16,460,389,284,1.368421052631579,854.7812820865847,46224.49999999983,0.795009062465717,guitar
10,198,347,228,1.519650655021834,676.5931044920629,9262.499999999989,0.2542628732214192,pencil
8,258,306,264,1.1584905660377358,615.9452632648166,29918.49999999999,0.9909812566660505,clock
6,442,324,277,1.169064748201439,616.4963207096745,21926.499999999985,0.7249669349065461,car
5,253,343,253,1.3543307086614174,641.0561674652942,17545.500000000036,0.5365169504349006,fish
17,394,326,317,1.028301886792453,795.529353866564,44947.50000000001,0.8924892359024239,house
4,566,234,277,1.1829787234042553,398.30965884906425,10666.000000000004,0.844830856039485,tree
22,444,255,238,1.0711297071129706,522.208446321387,16168.000000000002,0.7450379254856936,bicycle
6,612,349,327,1.0670731707317074,837.386050164876,39020.50000000004,0.6992802306508646,guitar
9,312,239,287,1.2,532.5685203997173,4381.4999999999945,0.19412510147958062,pencil
16,466,323,329,1.0185185185185186,798.4595452837235,49373.00000000003,0.9731808321691493,clock
10,444,334,309,1.0806451612903225,727.5229612648949,38155.00000000001,0.905874245767216,car
6,452,336,269,1.2481481481481482,647.1523968044722,24872.999999999953,0.7463197007696902,fish
15,492,314,293,1.0714285714285714,778.6250820169287,42132.500000000044,0.8733137825836043,house
3,366,322,333,1.0340557275541795,878.5382573957884,57110.0,0.9298238198361801,tree
12,269,344,275,1.25,708.6866276775277,30798.5,0.770603457359403,bicycle
12,684,352,307,1.146103896103896,754.7648467564776,27491.99999999999,0.6064470250471965,guitar
9,355,342,455,1.3294460641399417,893.7652151099372,19874.999999999898,0.3126584028741706,pencil
21,655,312,372,1.1916932907348243,824.3273816811085,49628.499999999956,0.9177862796555196,clock
11,723,377,312,1.207667731629393,868.7895207848364,49499.50000000001,0.8241030630925893,car
9,345,268,274,1.0223048327137547,576.1372715576199,20724.99999999998,0.7846075088318062,fish
10,187,272,270,1.007380073800738,539.4071969732055,19557.000000000004,0.844653578650828,house
